Index	GC_N_B01	GC_N_B02	GC_N_B03	GC_N_B05	GC_N_B06	GC_N_B07	GC_N_B09_4	GC_N_B10	GC_N_B102_1	GC_N_B107	GC_N_B108	GC_N_B11	GC_N_B116	GC_N_B12	GC_N_B125	GC_N_B135	GC_N_B136	GC_N_B138	GC_N_B14	GC_N_B20	GC_N_B21	GC_N_B23	GC_N_B30	GC_N_B32_4	GC_N_B35	GC_N_B36	GC_N_B37_1	GC_N_B38	GC_N_B40	GC_N_B42	GC_N_B46	GC_N_B48_3	GC_N_B50	GC_N_B54	GC_N_B57	GC_N_B59	GC_N_B60	GC_N_B61	GC_N_B63	GC_N_B64	GC_N_B66_1	GC_N_B68_1	GC_N_B82_1	GC_N_B83_1	GC_N_B84	GC_N_B86_4	GC_N_B87	GC_P_B04_1	GC_P_B08	GC_P_B101	GC_P_B103_1	GC_P_B109	GC_P_B111	GC_P_B112	GC_P_B114	GC_P_B123	GC_P_B126	GC_P_B13	GC_P_B130	GC_P_B15	GC_P_B16	GC_P_B18	GC_P_B19	GC_P_B22	GC_P_B24	GC_P_B26	GC_P_B27	GC_P_B28	GC_P_B29_4	GC_P_B34	GC_P_B41	GC_P_B43	GC_P_B44	GC_P_B45_1	GC_P_B47	GC_P_B51	GC_P_B55_1	GC_P_B58	GC_P_B62_1	GC_P_B69_1	GC_P_B71_1	GC_P_B72	GC_P_B73
M21223693a	7444.457198	194.1972561	1030.664997	10693.41991	51.01038285	5.05741671	3.770250566	12.24782451	227619.7062	329.1024987	639.1598182	18.10413569	5.521541727	7.429985966	2731.797713	367.3315172	4963.373955	19107.24839	2.704808358	0.354745877	0.360831878	52.99417489	0.111652535	13.60242385	7.089771585	8.927694911	481.1334275	514315.1022	192.7551819	75.33372333	8.740510805	1.422707653	11.05476094	152.9995442	2.684389829	11.788694	2.085371219	472.6508422	0.010099727	1.513639011	0.663507905	5.192444496	0.013805306	12.42233436	11.03489319	37.20754675	26.48982636	707.7610233	67.63814386	36158.84239	11950.40957	225.3881299	103.2452461	216274.4312	11.33289209	110.4011091	359.348327	1.372899671	7461.362818	4690.012456	0.79345794	3.960004466	0.44251669	3.127648699	0.290100516	37.32569667	147.7863675	3.712042348	47.27041156	1.6741139	33.11858775	11.20570434	48.36638425	1.819087115	0.486027592	0.205567946	14214.65712	214.2292379	4.778711978	297.3168441	0.234617305	35.88577856	0.27924779
M21223694a	6243.116762	149.1619945	898.7898583	11069.09802	12.2525851	0.100421188	11.31657222	3.709411875	220803.1598	276.3365743	379.5977497	158.8645752	8.568911398	6.738656617	2849.529803	327.4689808	5367.589294	42303.6824	1.632385138	2.87606072	0.220155472	103.2733483	0.051887758	4.086460018	103.1773356	11.56235249	396.6010046	127364.9655	323.9217128	156.8968651	2.068710941	0.462119904	9.697101473	202.2852913	3.458394496	12.53227585	2.890466004	461.4959988	0.325171361	4.445857393	1.192073131	8.603786613	0.012370801	3.156446866	14.22020976	25.85600139	26.41689835	1144.52645	1.589760007	37966.31077	13412.13414	98.95819279	80.76614964	80842.34844	5.037248883	88.73887929	172.2400731	1.816685931	4744.855854	3390.367621	0.973803821	5.272558859	19.75264713	5.008390665	0.2751228	18.18108516	63.390388	4.310260596	19.14165759	1.183107055	15.34618503	1.64856186	41.90570241	38.27996909	21.04953931	0.096110905	8284.323983	92.88301712	4.077998065	378.7426959	0.293663143	20.00090634	0.221834883
M21223695a	3691.979331	78.78401978	1215.768066	12173.14288	301.6129964	5.906571144	3.906630801	1.649862606	166865.2716	195.3509141	277.3481429	11.52553687	23.33556755	167.021985	3016.036163	646.8336256	8892.415886	46053.49536	1.955561366	1.038462114	3.308053166	154.3216356	80.51843038	1.547391761	30.63357868	6.33018182	1163.386053	519304.5104	616.0361072	11.80641152	9.21735637	0.170830121	7.707345715	152.633354	2.536098085	8.697897229	3.264949097	528.3784738	0.542764891	6.810741236	1.227169092	6.286900781	0.015164896	13.27814001	5.06403637	60.7875301	25.9762168	776.4001574	540.4393848	31519.25652	9966.676179	144.7329732	51.01216582	244079.7261	22.30873605	39.32065703	211.4673517	3.595284567	3052.560332	3418.864824	0.271087197	3.059350552	10.17347579	2.403435376	0.266820371	12.35686252	41.07465856	2.802923051	79.67678407	2.800517862	7.093760388	1.668313824	35.73383837	6.149102767	9.890973502	0.455808046	11445.91878	61.89245215	2.042959221	255.1673644	1.094073551	15.18264358	0.168873127
M21223696a	6091.837955	284.3556174	1314.999648	10135.63212	245.0941876	7.532881968	12.48915884	16.07216133	176298.6538	229.7450774	618.448481	39.15510742	9.273641065	0.203552942	3855.888011	668.2445313	7694.595488	38139.25103	11.36657887	9.95427678	0.016931176	119.2943392	4.041410983	17.86061321	534.5017267	11.29843259	369.8674471	37069.18101	496.6780804	24.15911133	5.396308409	1.248428293	16.83415267	388.0117169	4.04010171	16.3426707	1.933096302	1436.29017	0.894368311	2.028920401	0.854292317	6.425823331	0.015664808	4.085365846	6.264964224	105.5242933	30.28919404	2381.216628	162.6577964	35607.38648	10901.93823	92.73315738	19.16672251	148053.7686	16.11217366	87.65567538	243.3346192	6.866858019	22858.73766	4043.686914	0.445681603	3.319202913	94.51905472	5.443833857	0.258659086	20.32872971	74.33750475	3.544160105	103.0268437	1.230785438	148.5971481	1.581219199	40.91468852	147.8955431	109.704256	0.313611241	9849.081198	94.68268692	4.196543293	231.7177008	0.804820505	23.94376239	0.171480384
M21223697a	4835.304736	51.63760552	1151.119059	9038.119761	288.1050367	11.35469273	13.99275964	7.284136877	197556.0927	243.271334	446.2448869	15.60732177	11.97583615	95.09706719	2732.484226	528.4763308	5831.191633	25338.93434	2.609339139	1.457933268	3.749575112	57.82619414	11.1310774	7.090916859	16.98804279	8.409398341	818.82042	171452.5763	359.1725225	35.16783081	0.906920745	1.392881042	4.852694853	213.1293591	0.203809026	14.2088452	1.201482896	219.7729477	0.284822846	0.17455597	0.469259891	5.442325859	0.014928117	37.97573652	65.63563387	43.83286026	20.41382091	706.1104632	875.1024181	30693.4075	9050.160274	96.55122034	54.24630462	153409.2709	9.881581971	50.87444898	226.4417069	2.067956907	3477.640701	2784.048943	0.365924044	3.675330888	14.27623639	3.930320471	0.263857869	15.76395283	43.17988949	2.452845189	59.41115019	1.525907316	7.689943644	1.95377658	18.76410097	15.99377972	16.55508533	0.435655165	5595.573233	64.80181923	1.266839712	288.3025288	0.306870761	14.76527069	0.119862436
M21223698a	4601.157806	13.73327498	906.9428682	5381.809318	43.54706152	4.886500962	14.36742842	31.90567436	176019.1808	218.7802934	337.8429919	12.08661729	4.061787697	52.58477009	5254.793947	698.5075515	8903.248814	37526.35352	2.515185578	0.722784671	1.266816441	64.73069355	101.2494244	30.53596224	4.844364298	5.00900667	201.3202648	210929.471	403.1438022	81.97162919	4.67799691	2.004183207	2.480948087	165.5791764	0.00018251	14.75182583	1.637259023	462.4174618	0.457046997	1.068154785	1.023730563	2.965733247	0.008815852	7.991914077	8.495036859	123.8187139	22.33969429	292.1786369	279.7894484	22729.27735	7216.0686	95.42582882	11.61586626	67638.03391	25.17849045	42.08646505	281.3034084	1.515235452	6034.972356	2717.366566	0.543409648	1.28249853	2.993995795	4.256328822	0.098878907	21.08451349	61.73781779	3.17838409	216.3297503	2.102954803	21.2547148	2.608599123	43.87388698	9.488972352	3.076930113	0.078798376	8608.308017	84.92201694	2.060211201	175.5121348	0.323344482	16.19657162	0.124905706
M21223699a	5497.066387	24.53232372	1280.621398	8985.801226	31.99329403	6.749178231	24.43746668	92.5728305	156184.9449	186.8137463	311.3904207	464.8276967	46.908814	0.000499608	5244.806959	467.2237193	10137.44014	30584.01818	27.41595448	1.589740624	0.311756476	32.65890459	21.29050623	101.1787378	14.96247732	11.72126336	379.2334489	4907.252333	256.9549813	595.9286664	1.98181832	2.446809243	2.566041412	39.38022115	0.088410189	6.138185988	2.465113451	256.1152915	0.157897496	3.713950079	1.668468191	8.140528716	0.010576669	55.73462583	6.092176097	34.21212762	23.04828852	579.010375	31.38737863	30490.6947	10406.34537	56.91948024	27.92918397	42187.24973	12.01158167	63.66667326	150.9230237	20.82455172	4437.546854	3066.408346	0.097028434	3.367853381	17.76354391	4.873249722	0.216201298	12.9133348	37.09879758	3.463275688	39.47564478	1.876508596	21.87719028	2.816542609	52.97181905	17.57492098	19.57815638	0.046646004	6417.926825	52.56054311	2.640187183	296.3152417	0.334556951	18.57127059	0.147745297
M21223700a	6473.694435	102.3140267	1157.623914	9767.649878	85.8516119	11.48017366	7.171135611	8.292803712	151443.7845	251.4571669	615.7955835	86.13552137	19.80811138	67.14513703	3066.776521	543.7536933	5885.586448	18250.72949	6.3131948	0.311496679	2.190274155	108.4539889	0.463517035	8.217500047	21.70279724	5.706660613	635.5620962	263968.828	186.501773	69.09379178	1.105718014	1.111217689	5.780856161	188.8338368	0.200841669	8.143379469	0.002671623	2032.539249	0.334144554	9.647462955	0.675260414	6.019407487	0.00977623	6.696817952	3.880975399	77.40646019	22.99137668	745.1702932	569.8771058	28606.83149	9661.241301	236.3146317	78.08909331	223611.8923	8.990974289	54.43884913	337.1688699	3.524589139	4861.931052	3700.272465	0.112910729	2.904397871	0.105681185	3.596517838	0.245144323	10.98410392	30.37875993	2.203295449	56.75471274	1.673504858	19.11725943	2.513882382	37.45108986	3.22E-05	0.105586933	2.494189162	7962.780975	43.31431038	3.894544715	330.151194	0.174746846	10.48677953	0.07282728
M21223701a	8352.873283	25.03242782	1651.666433	9056.64224	356.3094429	10.65488417	3.033130007	3.88626098	252926.5007	268.720129	561.0317412	7.194805064	17.9809799	92.07343104	4428.489097	524.0867919	8168.247343	29824.85966	1.741657303	0.747683148	7.663049989	78.35515334	0.246385503	4.491141353	3.067764375	8.688565362	342.4466118	81494.13876	259.5867639	36.81632999	1.574279342	0.406076824	3.301711085	45.1685916	0.326233811	5.262243626	1.222730737	314.4634294	0.342951098	1.758542491	1.081251839	4.00280873	0.018294106	11.10455397	15.65743251	63.65590127	27.9376153	477.1392008	1098.477348	36182.82155	10692.4403	110.9330749	34.5289332	142398.2155	10.60532284	43.86270095	143.818664	2.976700377	9262.921733	3417.383673	0.783311321	2.890491287	0.014284612	6.667697213	0.23116121	24.02097307	95.7972762	4.581980628	108.5285554	1.122639877	7.690003266	6.284598726	84.80101872	0.008659849	4.20E-05	0.122090202	6282.311263	132.0110337	7.019371313	226.1020115	0.306471788	23.24107993	0.157455685
M21223706a	4872.153872	30.97877577	861.0263595	8431.471738	134.2549143	4.601932147	6.214377433	43.49831664	225650.9927	193.697413	343.8427537	67.85446109	14.47780824	408.7220262	2759.865347	630.6933207	9300.676745	34752.59639	21.57147213	0.867240083	14.83868812	269.4159993	24.10998061	48.12959199	5.751526249	9.445791039	1221.075362	436039.1904	300.1230474	165.6422931	1.973455949	1.584980772	5.416088297	283.7839204	0.069323587	2.553900512	2.090076458	3494.42252	0.622291559	0.666892072	0.854773891	5.223109301	0.017810181	132.5571136	53.72917132	121.3581306	28.6854882	593.4971143	82.69696909	28282.60962	8934.327107	79.94955953	37.98784058	79140.32203	16.51114823	75.78762894	176.6051867	15.4002213	3176.932137	3213.341438	0.415068729	5.002641745	1.573075389	5.331935173	0.323148468	10.69430342	69.02147203	2.77740585	13.60679352	0.529155951	48.69420798	3.131265336	75.51684439	1.209189622	1.764842584	1.287004101	3163.823976	82.7764628	4.075157754	276.1279637	0.965061393	16.3605204	0.131563256
M21223707a	4542.439175	61.04412309	916.1644872	9813.852215	176.4735065	3.834235393	18.99311839	10.20759352	186399.5163	194.9771193	528.7398309	33.80786397	13.16811557	118.095412	5243.229521	598.591103	7942.959338	29583.39466	4.929794665	0.930390321	4.598432988	83.24315129	22.88522313	9.873288355	3.615606156	7.481043424	594.6370804	195555.5264	275.2645011	66.32992198	1.147446313	1.153164936	4.333067432	184.292766	0.49830305	9.33614653	0.763762612	748.9287399	3.820493446	2.010780208	0.921834379	4.761567522	0.022209854	6.150256151	6.909094207	128.7820352	21.6709295	355.6975243	143.9665495	33882.58104	10947.98915	140.0047368	65.7186666	178193.2466	16.22416163	36.11863574	237.0205267	4.922865127	17915.52482	2985.421336	0.206605691	4.079079594	4.718172694	33.71494911	0.18748733	11.45285954	47.59773369	21.16052945	68.11456812	0.943961014	15.9764395	4.016419125	114.1590839	4.181431544	4.543485798	0.429689422	1658.769525	66.08652008	2.162410542	326.217726	0.202744731	12.26588602	0.107188234
M21223709a	7204.530671	33.44639079	1139.372522	9180.595225	161.4658102	3.56880292	12.03597355	28.35389694	182407.5953	346.9432765	273.3791491	85.01185279	7.245447609	53.36075729	2118.928729	371.750485	5793.776043	24829.79302	9.480473624	0.770378932	1.811591559	133.5791611	0.285305063	29.79637036	66.83099568	15.73865486	768.864969	425759.2507	240.3146443	94.50549079	3.236136889	4.126450951	6.005276062	58.77298229	0.287689455	4.637184895	2.153307307	359.2402486	0.4113763	2.243767663	0.795418162	5.240650101	0.014471736	10.29679697	10.01562309	39.73830092	24.62836948	1493.371939	162.5967446	43331.03901	13625.15268	142.2107545	64.787645	253885.781	11.92505714	93.93302302	216.9821749	6.91953688	7232.347198	3533.143282	0.593509497	5.520233962	3.080231396	4.419042872	0.218622939	48.48978388	187.5895579	1.609133529	32.05959356	0.926976783	29.84918041	2.533392159	56.66361556	1.084140213	3.312537036	0.196414962	4808.912844	264.084282	4.295977407	193.3987535	0.461881605	42.36594801	0.371595726
M21223715a	6739.158622	47.58877034	821.1584488	7260.944518	271.3602631	31.49756026	5.408608066	2.595507176	178698.4778	170.6481062	685.3519881	6.791707922	13.1019166	90.21803245	4961.753769	870.8123845	11624.95746	36944.79044	0.891337315	0.596578172	3.120062437	119.6986446	77.89066559	2.667643646	1.614041614	8.815466027	751.9778865	449362.3522	509.1187186	50.96592416	2.223565098	0.238904534	4.50377982	351.5642153	0.112146619	13.44833979	0.1696889	994.9783884	5.035577303	1.828813782	1.401634902	5.006366158	0.015059101	6.982525455	4.707810113	99.91544836	24.72820935	409.0662326	366.2637903	32404.43276	9433.20367	130.2811484	67.72772495	227902.43	29.26405626	68.6167645	273.0401581	1.783884735	6186.45146	2861.648762	0.913739993	4.771711514	0.219424448	32.44758877	0.239092323	44.17424791	165.7689692	22.41557319	115.5568436	0.932775156	5.396380367	2.675802935	163.9626937	0.559100365	0.230905805	1.002329413	6876.972728	281.6960043	3.623425474	306.7319942	0.754634176	44.18489424	0.536859916
M21223716a	8566.042351	19.70111439	891.0612919	8575.62643	82.44041472	3.641779578	85.56826027	53.85346867	183734.176	285.0813334	841.6920302	173.5860718	16.9348501	670.8143421	4062.397788	401.3035901	4671.526792	22041.00314	10.48664448	2.66681088	7.584190888	76.53893842	0.426622473	48.16337378	4.020452129	5.960965773	529.380709	264000.8633	351.4133996	1217.361322	2.316579816	5.603871923	1.997154809	27.31822068	0.303831306	6.103250223	0.520006709	456.4021348	9.147124547	2.66454307	1.310924351	8.873284269	0.011373676	11.20681866	17.80958314	43.58157164	21.12474155	333.1544649	179.5587168	33802.08892	11511.30443	135.5728552	80.18754955	84089.97535	19.46033396	111.7073237	323.6726502	7.979518562	11793.40712	3408.372857	0.273623605	6.744939558	17.86098673	60.65937128	0.268504897	18.40944766	56.84776037	38.60045705	43.10969475	0.822960434	30.18306066	5.76996827	184.9954543	17.10949065	19.00395061	0.488450414	9833.561578	93.74677916	3.611818462	326.3807975	0.16785175	19.42556118	0.157106694
M21223717a	7854.886727	18.68039476	781.7294658	10538.02028	341.1049614	7.081569382	33.40416373	15.79559891	223809.8224	245.1566541	777.2366452	160.2083191	12.54747926	331.7728411	4316.543634	311.4471165	7288.215577	36086.87208	4.897715863	5.550665243	4.80402008	99.9899439	3.863447759	15.1537257	2.831027185	14.05205664	1353.536561	45016.43936	340.2836761	181.7919293	0.643806588	1.745967339	3.070805234	202.8533678	0.275591416	6.017173533	2.608330202	339.9918741	8.161651044	12.64538561	0.966245215	12.99169666	0.019947144	5.527313659	8.836112649	23.55278501	34.29300882	531.2680829	367.4137842	41796.86905	15871.39993	201.052965	113.6119016	276256.6878	23.40402104	107.746235	364.8146857	3.813303051	7857.605988	4775.857998	0.338268924	8.402190675	47.33428723	57.38750389	0.225209231	13.50070254	26.74920211	36.06096652	50.91985958	1.183676645	9.650741096	4.141134455	172.044083	72.89552983	53.29874917	1.282664485	5876.044044	46.14108343	5.316796645	294.228847	0.767384106	9.502520462	0.111287536
M21223718a	5438.093198	29.11058646	1656.505862	10153.72455	18.26853519	10.86698485	18.9094979	29.22828812	189126.3744	299.7127527	588.5741397	61.76123251	42.15227486	0.000499608	2707.15339	239.1078231	3993.569299	27943.74633	16.40582233	0.581426115	0.090200797	67.7055566	1.170431724	31.32866186	2.208553498	7.459284787	180.5672467	11099.71964	244.0730162	61.20865372	1.178816714	3.423673223	2.086803207	82.25482629	0.183603332	7.385681512	0.257196537	257.8055511	5.267063708	24.28034074	0.256337197	5.716953819	0.012535514	3.917693401	13.30905089	31.66683974	18.58367775	501.118488	72.09563733	42501.36088	12829.92921	186.5227492	70.56691808	251985.3657	32.84855428	84.12868982	212.6122534	10.62826071	16690.99234	3386.606771	1.131840404	10.35937576	0.040391025	43.34880762	0.307073792	24.73276845	82.9328691	20.45824424	7.269334755	0.68255224	48.15106677	3.208878127	158.8703878	0.231270664	0.025221183	1.246942548	4157.85495	126.1067769	3.120408479	376.8073777	0.323945591	22.20478557	0.213317883
M21223719a	5058.69567	31.02107772	797.5599959	8298.46033	237.2054198	8.745714234	2.700135144	15.82930936	144691.456	194.3502156	520.5016421	3.232319276	35.88424111	82.4565522	4289.137101	723.4737723	8363.707173	36182.07692	1.160367114	10.02170562	4.546025842	140.4983677	47.9649157	15.14665733	6.046427409	6.218600687	582.0217619	397902.9427	298.1882321	113.665516	4.217920346	0.089592251	9.693795021	177.661534	0.153667061	8.46863079	2.667138747	208.813756	6.112957861	1.075947735	0.510247263	7.90929261	0.012726432	52.21076158	4.26217052	34.31406609	26.34306784	577.1618905	597.9599832	25092.67673	9715.999981	65.49711812	26.23259214	102505.5354	28.66598043	53.58181474	260.6271597	1.042948947	8250.881918	2980.109091	2.028005771	3.56198262	83.6671414	25.61798353	0.157987035	8.189045489	41.05604242	16.5866342	0.038155471	0.571307261	5.011733594	2.633394343	124.4415266	73.749505	90.2761439	6.470193685	3509.894716	55.93072278	1.602727212	256.6375025	0.208607741	10.08468893	0.086004404
M21223720a	5160.641796	36.79746326	922.7506179	7671.155004	160.4333872	2.124645478	1.387052769	10.38680832	126879.6664	222.9391771	880.259512	3.701526714	4.791419438	76.75423672	4177.987338	709.6276467	13255.16466	36100.07412	1.069404824	3.226669934	4.358522306	251.6795281	26.25270325	11.03067837	1.879645523	9.002998123	2597.601736	361054.6858	352.1490758	84.72929477	1.262203074	0.093289122	3.299757487	93.55595989	0.396040247	8.557205547	2.280312512	1415.40082	4.784010146	0.794735952	1.050156168	1.145054818	0.013761876	8.84617197	15.36362154	120.5487084	26.52027976	373.8015513	238.9641099	37049.65396	12161.31483	83.09166616	105.904602	67107.81211	21.9508674	86.00217464	188.7398266	0.009236383	5730.295852	2710.516716	0.816035164	2.743562064	50.85955131	44.69608022	0.226089206	27.7899533	92.52328732	26.91630279	18.60391501	1.052605446	4.415383422	7.557592052	165.752832	105.5913832	52.48975307	0.065060161	4997.534027	132.4536388	2.801643524	549.5391981	0.522832287	31.57267391	0.304506295
M21223721a	6627.464738	62.53196822	1141.573069	8179.263876	48.36738198	2.701825918	7.53056551	8.795929742	148565.7012	287.6347689	554.131607	25.84465013	8.049296954	1.635577275	5296.148076	473.1701463	12448.67896	32211.43189	2.365376179	1.530256862	0.132456455	38.09347107	32.1911465	8.240900186	4.685437793	6.468932074	302.2097478	49618.75143	392.3018865	28.06417577	1.686972408	1.000118121	2.02488831	32.40620592	0.087414449	6.699932392	0.982456908	1248.388661	9.676233449	1.696795072	0.613902149	6.611149019	0.01448943	6.813740337	4.239476805	58.26347208	17.93473058	724.4364146	1210.945102	30010.01879	9549.547319	169.7791257	62.74505064	118464.5382	13.12790398	71.42800628	394.4438581	0.820061235	3525.324997	3246.923869	0.194264425	3.149885397	11.20401844	48.53661389	0.285228235	9.198451563	32.12646418	26.18251233	65.59274718	0.956020423	16.05258558	3.571556159	115.0254241	30.27287387	11.33651229	0.16516893	8949.499802	43.14072643	2.473820365	313.6142685	0.212889597	17.53633061	0.164596813
M21223723a	5933.851251	24.32981355	1046.469124	10947.99439	226.2158018	1.563744748	6.827193598	28.22946292	216404.4901	348.641303	586.5291789	87.55908619	15.07919524	124.5464726	6794.948614	636.787371	5313.745842	26724.39354	7.642617561	9.178545129	2.510565226	123.7633273	0.496577722	30.88317311	0.91193891	9.561136576	642.1450889	353736.1667	361.8382459	175.3026973	1.368815575	0.72824821	2.515202141	68.19874452	0.289110326	6.365873026	1.815963896	862.0987441	4.885797081	1.768589279	0.695642606	7.550928512	0.015986211	5.798943519	8.200883081	39.5881301	24.26318669	196.2441377	109.2302014	41608.22966	11461.811	290.7046662	107.152669	257821.3698	51.7991396	121.3273989	338.5904054	6.502901593	8823.55091	4794.502718	0.963769908	9.519672985	139.0311761	25.18549489	0.238664217	32.08663598	90.20764435	16.67173401	67.49205663	1.968671665	18.67882463	3.372913171	185.2775472	480.6005696	175.0927502	0.062003373	2969.911412	136.7690192	1.973375756	288.4650733	0.355992528	26.41700458	0.254309162
M21223724a	9535.841898	58.42531561	999.7744744	13018.91082	36.89877654	3.496581755	5.237312258	24.2777343	158606.2165	182.9108043	639.0201773	46.24503115	22.80390979	18.50663554	4170.093066	308.6244546	6196.065452	27529.26036	3.607660747	0.380453868	0.401876044	54.71682339	1.557929661	25.35622774	3.097036161	12.4535496	111.8696249	5106.126742	211.6979907	72.88386817	2.135618597	1.576474741	3.081283803	133.9661244	0.175734347	3.798568053	10.03891813	257.8136729	7.987061338	3.134125507	0.87744564	10.99955406	0.022608913	12.88646409	25.6006476	17.67361587	23.54119425	672.4791112	111.0423335	31803.53312	11017.71022	40.77615572	21.74116666	195193.5522	14.59445003	22.04210754	83.99666029	2.574140757	11827.98733	3625.917988	4.554124655	4.658085584	0.532435982	51.54503173	0.180823097	9.117442105	26.59023841	34.08681867	24.1404647	1.566580848	9.541107527	3.612102419	198.7008936	1.260766944	0.54559755	2.999763597	7163.157648	41.24957307	1.850102877	344.0621598	0.262498083	8.690955342	0.082583958
M21223728a	6817.272364	12.77304488	1075.010713	11810.18333	41.57357853	12.97196835	22.86937586	76.34458107	192642.9343	270.2939983	686.5810102	164.9270603	7.189887041	128.5996679	3613.981314	244.7275866	5959.440817	31573.43403	10.28345455	1.196358972	13.71024846	184.328612	0.080802877	67.97248995	2.057629046	11.80026544	839.8430432	575052.7918	164.5551416	440.7870095	9.023828425	14.30198289	1.584927427	64.39151666	0.163324691	2.414326721	0.982887153	805.2711618	9.824095638	0.5116432	0.611641088	7.621352246	0.017358367	9.255664625	32.55407041	45.99038103	25.02816537	349.830467	187.2296263	36232.4502	11863.70159	92.10064187	51.10578395	59309.62099	14.80594741	77.90163946	207.8728689	8.294486198	10128.66071	3595.894065	0.805375778	5.968930728	2.584382476	42.91998242	0.297505033	9.144476631	25.67911647	26.77712059	39.45797203	0.748575622	38.83377691	3.046080024	139.9488247	2.479242011	2.769292319	0.000315932	4939.928725	41.01591966	2.377191654	397.8403182	0.283657127	7.842656161	0.066800542
M21223729a	6930.125106	135.2725105	1109.786669	8413.993228	56.31779768	6.65219277	2.449030908	22.16712021	151677.4844	224.811351	746.9007541	13.57121073	35.20085329	50.5524578	4112.850324	874.0947742	10234.24897	35737.0108	5.341629485	15.31036666	0.685117179	39.10154257	41.2991014	21.50443255	4.313334672	10.11620251	293.5742143	16405.0115	349.2314018	96.05296885	4.61953185	0.471199001	9.613273001	207.4027476	3.593765415	14.06209294	1.488505007	342.4554597	5.099146249	2.899703539	0.534698251	7.151537735	0.020209778	1.457964447	11.7787314	80.56354656	40.883384	995.9305651	289.1009014	44357.38157	12833.00445	86.44407898	83.15986574	74517.07662	58.62711791	77.95897542	146.0220314	3.378586971	9562.93676	3071.693497	0.933747281	5.756999474	112.9217146	34.04848023	0.300946002	49.78844197	146.9482807	27.69016729	45.5697784	2.026252298	63.15898254	2.900938802	141.4290412	113.1830647	136.8811958	0.459838815	4960.133903	204.6605153	5.500907337	291.4195002	0.546727868	50.08861462	0.34086046
M21223730a	6659.786673	263.1167089	1548.012039	13997.58297	55.15678181	3.296341642	17.90515414	7.30221365	199489.5275	278.0509697	516.6866695	173.8724653	13.75953081	129.1241791	4027.616418	519.2716816	8048.033858	27272.35108	5.4505245	0.5921478	1.981300581	47.32405455	1.820903898	6.609165617	1.672909725	11.45792309	485.5844154	46007.0112	190.8710585	91.72560558	6.930873504	2.311592415	14.77522402	416.8618665	5.345091588	6.767643995	3.582123563	942.8211187	5.200291905	1.472251665	0.998001719	14.21392851	0.024426481	5.025134358	16.02767677	37.81390822	24.33332978	491.9104224	366.169872	46240.61565	14046.8264	85.67456772	44.60988971	165818.1492	7.742923852	77.86502822	136.300915	4.528665414	8248.019429	4222.730186	3.003386507	10.62077565	0.298402284	31.92686126	0.181762746	18.76825475	46.15136276	16.03198647	38.2648032	1.00288415	24.13416418	5.485864082	132.0541823	1.020806831	0.373829281	0.000315932	2164.048852	72.68994122	1.961118449	347.7225769	0.309085744	14.16368344	0.158576892
M21223731a	8398.686864	94.89082142	1357.392214	11009.69734	55.25928874	3.314577805	6.408057572	51.9438296	203094.3738	248.0590629	736.2174539	95.24687144	18.72629956	30.90719908	5922.05993	734.5414938	9628.228377	33350.21328	6.946255019	14.87290695	0.495541147	37.40257507	3.686886705	50.43704586	1.672659101	7.319804661	470.8923064	42341.50515	258.434237	197.754995	3.715092946	2.074745152	9.936239089	424.9957384	3.091599268	7.57677793	7.363841887	1038.160784	6.10326095	5.781615243	0.739634196	10.31956434	0.022287153	13.81274214	4.370531701	83.14809058	26.44257096	359.3657904	18.02714981	27904.30701	9882.665507	168.5939233	62.14323249	339739.2478	27.41981011	44.01372827	252.0504169	4.714584416	7097.35033	3834.371648	0.703692502	5.972002943	112.8284308	32.29736337	0.19858794	42.75432332	149.8058844	21.86014356	52.02264321	0.857603051	24.16405825	4.150783875	146.5804194	247.8374809	124.2256485	0.000315932	10000.06634	241.3297088	2.662031412	541.3159113	0.38618134	51.15094967	0.343247227
M21223732a	4285.791088	11.80503865	795.2924467	9921.730396	286.7554912	4.478212009	34.00660208	81.09490659	181018.9569	271.2112965	563.4720291	360.6605288	29.28702808	81.34813301	4269.989778	1132.078029	16133.29777	47338.1494	8.290886873	16.93973506	0.327475825	12.91384695	0.703191233	80.22173867	1.307858222	10.35945473	538.0504787	8790.659379	594.0592994	772.7037463	0.861420691	2.512189734	10.33396288	1008.130482	0.106424249	19.86397327	34.11592609	1199.067814	4.666488962	1.450108779	0.907051887	9.87622334	0.019091734	4.831406911	63.94934763	126.4981754	22.28277613	375.9535688	179.0434828	34429.97202	9916.633074	170.9836429	68.98630325	327980.6389	22.24282686	89.14888909	380.6294874	5.947026393	7679.805066	3718.746208	2.3168189	6.230416899	70.87193712	24.32662117	0.389764025	66.27868408	161.3255163	15.82070894	10.61326729	0.885486192	14.27198278	3.495196449	142.8786139	62.61681833	84.38036596	0.311600637	6282.216288	253.5127794	3.918097656	367.4073798	0.700895699	45.58448692	0.286808727
