Index	GC_N_B01	GC_N_B02	GC_N_B03	GC_N_B05	GC_N_B06	GC_N_B07	GC_N_B09_4	GC_N_B10	GC_N_B102_1	GC_N_B107	GC_N_B108	GC_N_B11	GC_N_B116	GC_N_B12	GC_N_B125	GC_N_B135	GC_N_B136	GC_N_B138	GC_N_B14	GC_N_B20	GC_N_B21	GC_N_B23	GC_N_B30	GC_N_B32_4	GC_N_B35	GC_N_B36	GC_N_B37_1	GC_N_B38	GC_N_B40	GC_N_B42	GC_N_B46	GC_N_B48_3	GC_N_B50	GC_N_B54	GC_N_B57	GC_N_B59	GC_N_B60	GC_N_B61	GC_N_B63	GC_N_B64	GC_N_B66_1	GC_N_B68_1	GC_N_B82_1	GC_N_B83_1	GC_N_B84	GC_N_B86_4	GC_N_B87	GC_P_B04_1	GC_P_B08	GC_P_B101	GC_P_B103_1	GC_P_B109	GC_P_B111	GC_P_B112	GC_P_B114	GC_P_B123	GC_P_B126	GC_P_B13	GC_P_B130	GC_P_B15	GC_P_B16	GC_P_B18	GC_P_B19	GC_P_B22	GC_P_B24	GC_P_B26	GC_P_B27	GC_P_B28	GC_P_B29_4	GC_P_B34	GC_P_B41	GC_P_B43	GC_P_B44	GC_P_B45_1	GC_P_B47	GC_P_B51	GC_P_B55_1	GC_P_B58	GC_P_B62_1	GC_P_B69_1	GC_P_B71_1	GC_P_B72	GC_P_B73
M23130939a	3309.332732	12.76962027	830.3351166	7286.83628	60.36865284	1.876095487	6.510186968	6.11224105	40917.94138	164.8468558	289.9456909	110.1854873	120.3452159	0.531419749	1152.677633	311.1876842	7151.912069	21446.32737	12.92598474	0.490825787	0.017833931	315.4071371	0.7271908	6.726991047	1.927375249	78.01585682	245.1379278	354989.7036	223.3954082	19.21314048	0.213988873	1.534071686	3.240231311	0.32053085	0.0924	6.101414958	0.31672842	481.8390488	0.470916025	25.33737	0.0935	8.588433092	0.00785	14.07123054	26.6145841	73.28634359	202.129176	310.5791328	8.27130959	38686.66738	14215.0156	166.3048261	176.4565191	130557.9911	19.70873046	468.227733	604.5803404	5.27409537	7541.677993	4139.634762	0.84942111	5.672033262	0.000257792	3.308052359	0.124241153	14.69182296	47.36419749	2.778134795	3.092829498	6.028149338	54.03746947	0.687535498	26.73291364	4.52E-05	4.32E-05	0.0332	12332.24962	66.65810763	4.966635925	133.0938309	1.433322737	19.59312456	0.194429698
M21222348a	7976.179825	156.0418237	868.1150707	7238.425407	48.98350226	8.48643356	7.70468683	84.23064631	107312.3438	176.2101981	517.2564716	101.4758875	27.16118849	38.5066973	1986.067809	175.9987995	3916.362925	19008.40821	35.83675617	0.475423868	1.399340117	244.6365363	1.969530059	67.18247473	4.063502154	7.299300677	1031.487869	756132.4248	253.6897307	148.3428699	4.945254873	1.039407169	7.608720879	0.160265425	1.864540198	0.961202681	0.214988231	1151.834668	4.484338937	3.831786947	1.125647432	2.2793604	0.00688	5.195596705	3.680774888	24.6409707	75.83267908	391.4856925	144.8324163	22831.53074	7480.940128	144.9286038	197.5535278	163928.9196	7.470149723	111.383518	285.1756747	4.98029408	9663.508777	3024.083284	0.294169057	2.313552624	0.0348	19.61274891	0.214328184	2.823719705	9.181540127	10.6557464	10.36597621	1.191156028	294.9129823	2.977605505	89.6887978	0.0253	0.0597	0.399130185	2894.158154	10.29431034	11.23761864	293.2826884	0.016	4.425222664	0.0631
M23130949a	2532.072497	2.898161598	587.1196465	7605.665303	127.551751	0.016960295	1.50226992	3.407045336	43908.88928	171.8734955	343.085306	1.732766631	29.85134362	69.51135433	1928.695326	323.13193	6845.698503	18636.69183	2.707257255	0.277148297	2.69824527	276.9711904	0.73508917	2.406136166	1.589982394	4.846158397	375.285686	502515.9583	316.5819829	14.28899254	0.802958678	0.332389628	3.556801406	0.160265425	0.0927	3.688255052	0.111490148	1057.813512	1.401430916	0.550597484	0.0987	0.390359911	0.00726	3.629100961	3.497510862	53.67541098	67.66204496	314.185975	126.5282528	25961.33124	7705.556714	125.5320838	138.557165	237604.99	11.3453106	75.24408913	364.2757318	16.15847835	3960.704085	2699.308415	0.402231165	2.01434676	0.727876286	4.903110256	0.172824796	5.871537954	15.30229948	4.521282765	0.578871805	2.876449319	7.1379454	0.923558927	42.86903805	0.832002949	0.828876535	0.00891	8528.966276	22.6846866	3.634164547	148.0936874	0.266269259	7.963803567	0.0648
M21221711a	4059.05629	91.41737976	837.8316423	7810.221998	23.57808046	0.139137989	6.811202729	30.49933693	70944.19379	181.3994177	296.0063658	36.03105134	5.952983377	9.078350204	905.997369	505.1712364	15101.78676	31741.2925	7.984624369	0.251642051	0.017833931	40.57121876	0.100381676	23.75395735	26.2004785	7.063073125	191.7713961	115531.7664	580.8096794	44.1496479	0.301795869	3.674894071	6.305310411	22.58604548	0.218939133	9.304649821	0.324260304	348.6722651	0.951712937	7.262863109	0.276055723	4.505764744	0.0196	4.064736368	1.907953165	130.535478	29.3299338	1675.756864	81.50167255	22289.58813	7246.992052	83.77268247	0.635940465	74907.98133	14.93798211	107.9012628	187.4741247	3.10430726	4622.160045	2211.725878	0.543410979	2.745324145	0.00192	5.280412638	0.214494808	36.21837231	301.1731976	5.33719374	0.0218	1.167790787	13.66426949	0.80280154	66.74132295	4.52E-05	0.00524	0.000131095	9444.794227	300.4366919	1.341199766	178.9276851	0.282635185	47.30730867	0.415352166
M21223856a	9236.91178	89.16755835	1261.886119	9175.629502	249.0654179	13.77873485	12.36593973	8.330489174	119863.5743	196.722065	524.2994978	80.82052857	14.66653605	93.74275351	1830.29248	307.136648	9578.820391	18931.78253	3.545673106	0.487386144	1.802944859	106.7590336	0.203162102	7.107580592	5.508514681	9.878817146	797.8198763	421988.655	292.5086341	184.2287267	3.055809636	1.66613143	7.683646138	106.1137694	2.338808012	8.048803439	2.87660121	322.301221	4.151872852	8.487808774	0.930214961	12.32826994	0.0145	5.910684993	20.7919926	66.73540389	41.12282493	553.2174222	908.8291099	34593.16949	14771.13957	148.7363686	24.44133416	210512.9909	16.66461578	151.8908453	244.4606035	15.80779423	8524.994098	4279.445526	0.235153809	7.826206465	0.0109	32.22903142	0.33323082	41.68135058	163.2585698	23.15365112	108.7487287	1.989889464	8.111829123	2.512482561	173.3222757	0.0549	0.0133	0.00647	3343.128888	250.3801971	2.744922377	256.0144152	0.239043459	27.02765884	0.200329796
M21223827a	6267.193404	87.7761346	692.3337076	8585.792883	117.3791031	2.383510546	11.13508241	16.35922061	93808.69169	138.6544845	602.8350344	40.7158962	9.606986116	57.5546807	1750.804506	249.9242251	10011.95063	15742.10481	7.359670653	0.544118757	2.540792015	46.70376442	8.570938987	15.20308135	0.746203895	6.489044366	513.6467139	312835.5899	193.755165	60.96765611	7.4909092	1.807948244	4.737853334	65.45711632	2.367124219	4.11409831	1.759032847	248.1199945	2.285260596	1.203892707	1.603156121	8.817016094	0.0197	18.15983567	2.649672742	18.54194746	19.97531377	94.15232203	93.27921004	25366.28226	8639.450088	162.4914115	82.0765843	138140.566	13.42994267	130.6627165	331.4614506	2.276406081	2997.40107	2775.589445	0.240852633	3.796954853	0.0241	15.59248984	0.119411977	12.28365419	62.32926443	10.20151768	56.58303385	0.564931664	18.22559869	2.804530276	116.3470727	0.175602731	0.0658	0.133691264	5480.978312	77.51435314	2.719540089	195.8702071	0.135180957	13.65739466	0.0831
M21221808a	6207.297072	73.24897177	602.886682	8699.203758	64.68652416	0.779285285	74.66678606	7.432746959	149372.57	156.025458	652.0499709	202.8422524	20.5902475	229.671179	2217.424001	292.0418883	13741.17215	20997.87552	6.709638052	5.245039704	10.9228033	124.6916936	11.04975546	6.323406491	2.930268418	9.876483207	204.1654098	415143.4675	287.6124044	36.44829443	0.003236612	3.34029168	5.236789619	94.00723589	1.598707374	5.69503462	0.342512875	116.2583207	5.365328364	0.29693397	0.782411535	5.851138391	0.0197	6.415053748	69.43569037	34.40219737	32.80537837	389.343664	207.5647867	28649.97573	10775.67596	112.9403921	48.93653806	162120.9453	17.52233964	86.54779051	190.6795734	6.086939037	5578.445223	2751.960028	0.762766953	3.376903417	32.72249717	37.39761731	0.207775839	8.655546435	24.78396401	21.03207163	53.03756517	0.647817703	22.72498621	5.933063851	116.0447158	62.95609858	37.03048017	0.0242	4089.991348	35.71257913	5.642455605	171.1621782	0.237456478	9.674580657	0.0788
M2369003a	1801.551298	11.40116006	783.1865322	9842.434458	10.45562449	0.016960295	0.927691385	4.89895075	209693.3813	179.9543236	742.1375761	0.521047223	3.900272015	8.771100737	2017.850509	241.5550738	10483.31083	12297.66794	0.01400816	0.59451723	0.712953441	279.9569079	0.0578	4.17774327	2.743637696	14.78028564	460.9924987	406367.3312	496.4242787	3.252973812	0.003236612	0.010888801	0.262283104	0.160265425	0.121090118	3.634358905	0.002173927	23.8550089	0.069154462	0.02667343	0.45493066	2.868217925	0.00626	10.64392591	16.81522075	54.69736806	30.58216144	150.0327163	14.1176898	35571.86919	13228.37324	256.6169434	22.73830992	299771.9664	32.74430716	102.7629836	313.9350485	6.985284959	14520.62919	5565.436296	0.671757106	1.331514803	0.00432	5.663226324	0.0868	7.817272477	31.24275098	3.348952289	0.04	1.695819723	1.987467207	2.345010908	22.09563059	0.0102	0.0136	2.045329523	9394.91158	38.36390531	4.636257177	138.5973361	0.116221519	7.704002552	0.0745
M21223885a	9263.607908	26.13715226	1028.481278	9571.72579	31.78423665	3.283921989	18.45250498	57.48405416	159536.4645	195.9817767	562.5258335	188.0481307	13.03863849	0.531419749	2054.251594	212.9620119	9935.429088	19237.48644	51.05242131	2.170924982	0.017833931	245.6534063	0.323920893	41.12457176	2.315634402	11.88832687	698.5475205	293009.2	242.7490596	80.42660311	2.807498636	5.000249029	1.672699928	0.160265425	0.191665488	3.422055753	1.535866162	1336.441185	6.537662673	0.39919071	0.694338098	6.854778089	0.00807	17.12041357	10.88222982	30.74846059	46.22927585	287.0022985	54.6500057	30622.21024	10935.68565	164.189602	33.80836502	259847.3081	9.129274306	101.9257399	195.4789669	6.79923834	9140.912319	3004.034803	1.075113423	3.440984967	16.24383494	36.96747352	0.181100748	22.08889714	70.64687884	25.26962654	34.07512747	1.47832409	172.002317	3.810636248	156.489662	13.53099725	17.13694633	0.0486	5923.066679	99.97777436	2.974879348	227.384426	0.26104148	13.84940552	0.138547622
M21223915a	4422.196101	157.6328041	902.7390167	8440.313514	249.6181262	0.792730981	12.1994609	6.064702329	141779.161	140.9045641	539.9230373	71.19215556	23.19311004	241.2973001	1652.958254	634.5628923	17240.30085	24797.52061	5.303659194	0.828945793	14.50078797	261.9218203	21.148297	6.971191694	11.18272553	5.873597624	1302.238338	571903.2743	335.0338039	84.0690866	15.78898229	2.540554465	10.18940527	320.4695351	1.966454114	14.13945852	0.838253501	297.2073268	1.087501211	0.12633444	0.866591322	10.60291337	0.0124	84.97137087	4.874826472	62.4133317	36.1211459	2161.466659	143.6908553	22588.59773	9120.725806	104.833072	9.579859132	95165.68874	36.87090587	150.8227425	329.4352289	47.8111223	4819.580377	3502.28937	0.459588041	4.157254918	0.100272579	11.67048999	0.271917596	38.01151262	98.25947861	10.36103135	8.339186012	0.629739767	13.27327343	3.84976704	94.41377586	0.22338945	0.0934	0.15483865	3523.756339	147.3291116	2.735531314	89.90317035	0.23962657	27.3836321	0.175567285
M23130954a	2164.851963	13.06770589	776.9564376	9838.943898	38.05739797	0.016960295	5.436608539	0.164998192	68688.23744	131.8137924	221.7563623	141.0466269	13.49223397	0.531419749	1782.669977	417.4664467	17428.05041	38198.70374	0.533601203	1.013324091	0.017833931	91.18335823	2.41757305	1.636610843	3.319328309	8.394423652	215.7551545	24934.53671	367.7719056	116.254248	2.073438103	0.447341236	2.538044303	0.160265425	0.0555	6.09149523	0.237457347	202.5156898	1.593448966	7.700672303	0.693936421	7.421004105	0.00726	5.942946832	18.03164146	78.041141	43.21255605	355.2187596	1.051068747	36431.13379	12377.14194	265.8365625	53.71827932	203074.4299	18.52341487	183.4409352	472.4006761	0.575507557	8744.374183	4254.022054	0.589662322	3.781523471	9.977047096	7.983698375	0.275348222	12.42664819	52.83433383	5.146121697	25.38748911	3.274930243	3.216379128	0.781431088	27.08101403	4.77023003	11.16156672	0.0181	6988.061414	75.87086576	2.463018967	121.4249871	1.345550271	14.57128681	0.163630189
M21221765a	7637.189345	178.5332574	944.1638174	7172.945408	38.02114069	17.06124867	5.551420966	157.9172222	161366.3537	137.5933401	571.5489451	46.31745035	22.14388403	0.531419749	1936.228854	968.7460069	20728.808	32131.73892	17.40462759	0.260079594	0.017833931	384.3476068	3.303919604	142.0199821	3.992320958	9.168832244	1031.897538	664151.4449	486.4306145	277.7761845	1.509525641	1.713773689	16.45659222	101.9926947	0.541844659	8.366425655	1.065241321	1491.628604	8.192214556	0.947065703	1.999046628	5.311381469	0.0333	1.714153795	13.1918983	78.55076859	40.36854055	806.2868699	295.212128	22174.18202	7874.654244	117.3449686	47.42295084	134561.2961	8.05192697	101.7009646	172.9133581	0.000896976	6460.211431	2466.488184	0.0645	3.85657683	0.283609565	19.82964298	0.202369468	11.85563972	36.62583645	8.055648291	18.3115223	0.520737459	126.8171222	4.408901204	101.2334952	0.165827073	0.333216685	0.279337918	5489.08759	43.95410607	7.424324752	225.316761	0.161737017	16.42960904	0.111178739
M21223907a	4450.085256	66.07287371	860.8160254	8639.290782	80.83239341	3.933418086	6.534475543	62.09247769	135300.4895	148.3657437	365.088483	65.19202426	21.54116368	0.531419749	2786.420863	353.9187698	16792.26288	12072.62317	10.06049622	14.05902532	0.017833931	66.98724625	0.0864	58.80473416	6.312841376	13.43933989	969.0807416	15299.73334	262.7614892	222.6196525	3.15942143	0.599267563	4.703762761	0.467008401	1.796449766	6.342583098	1.399511844	909.9582129	1.701574997	2.360605674	0.561148786	10.17423191	0.0105	8.587399533	38.08896983	119.1132696	55.26079443	555.1773053	124.9495533	31816.23734	11091.25074	195.6472999	106.845953	185625.9483	10.91733416	130.4894535	286.3856969	0.912675956	13301.01992	3049.96134	0.19714213	5.287911834	58.81230521	23.2475334	0.233255343	13.02658756	46.1354737	17.82015369	53.5532551	3.053892342	67.90240988	3.247174454	100.7070796	79.63707709	68.06028126	0.000131095	3445.781038	56.27478653	2.760548837	202.1263031	0.0824	16.16255828	0.112979284
M23131012a	2059.937575	23.81873155	798.7922592	9823.962058	331.5671376	26.01038008	3.314331287	23.84286299	65432.18208	163.6607049	185.4815812	107.7459742	11.24412791	0.531419749	1550.923555	158.0519812	8781.741435	18915.41377	14.55557166	0.240016849	0.017833931	240.9781383	0.431393158	19.99301932	1.819062435	10.10006306	809.612865	11562.43452	286.8182164	168.3904046	0.0466	1.843824286	1.069662483	0.160265425	0.0181	2.290046258	0.002173927	341.9196429	0.481406841	5.945441195	0.253402964	6.531830504	0.00516	14.56532284	6.79239347	25.20767109	35.97918683	284.556435	298.5085932	32193.14645	10612.73295	283.2313056	44.41335663	235788.6749	16.90217983	142.9835559	373.0492603	17.53263813	8609.481274	4589.447635	0.888893629	3.936369193	0.000257792	5.318012623	0.229197373	5.708042095	22.04870518	3.655254759	5.443942554	2.928135202	59.40868361	0.735275604	32.16370083	4.52E-05	0.0225	0.0267	10840.72171	25.30940413	1.448020083	171.5790484	0.230314587	8.935081248	0.059
M21223746a	7809.155496	189.7164752	962.676063	9047.418795	24.32614102	2.205333468	3.769874702	3.636966627	78842.93554	147.3187384	732.8004849	54.72584024	12.45571185	10.65170902	1971.969569	499.7795025	11857.04441	31678.98016	1.116504861	0.297285932	0.632530185	19.03076604	13.53632701	3.504146297	3.222854928	8.077221519	590.8426968	32956.72265	418.5623636	103.6987343	0.932800228	2.307953805	9.822188466	237.3775058	2.435033703	13.67623562	0.129043969	976.002794	4.563434908	1.52642568	0.544654936	11.27741759	0.0147	92.29765872	28.85336752	82.00342843	33.72973078	534.2068215	213.1710341	27633.84265	9721.048677	95.72757355	6.006333061	74053.57213	10.31781265	100.3569301	152.599923	11.03616796	2864.128175	2667.126056	0.478248067	4.850569464	0.182789454	38.452458	0.212039533	29.08981467	80.293984	29.65308094	6.436571901	0.91557771	25.35304948	3.729929092	124.4118489	0.137518682	0.208097249	0.000131095	5895.131009	140.2690044	3.234899402	143.5103127	0.163892195	22.7187398	0.145056146
M21202448a	7971.63351	20.91139889	723.2177289	9052.737021	40.63739615	0.016960295	9.002704186	0.164998192	118486.3773	146.4081056	589.7615545	0.890079011	6.588569714	12.55211089	1930.125435	837.7485823	20207.64247	29016.90329	0.267785707	0.491776768	1.852340978	182.6977404	11.21127704	0.858905803	2.122765331	10.20966551	537.2354671	239586.0512	532.4699236	8.658184673	0.54965979	0.010888801	8.38545919	36.15266856	0.209054379	12.63500683	0.232618693	882.0734833	5.924086412	0.02667343	0.944601743	4.921297433	0.0244	6.747661947	9.156731641	103.3721239	29.5948939	442.7366224	24.66318395	28736.2698	12284.20352	98.8611834	57.20939231	94272.26304	3.14836773	126.5433748	200.7031064	13.18730274	4107.61412	3207.912854	0.675633942	3.123337888	0.00162	22.36062092	0.236394377	25.23637928	119.0191154	13.50529861	0.413327827	1.293761049	1.558866584	3.332550027	133.3529902	0.0152	0.0179	0.000131095	4660.959921	170.9885832	7.640451964	201.3456516	0.229499453	28.34687054	0.182826025
M21201248a	1974.708054	0.1630044	379.0037952	8297.249467	349.6733599	0.436016101	67.00671509	13.81195628	47400.28842	164.8485592	151.1000775	190.9594811	18.90240307	671.1665855	1182.086222	124.2758458	7569.633615	18742.0285	9.075948177	0.182126333	19.15699556	376.2622672	0.284324437	11.238313	1.27064501	6.557761308	1312.334616	595368.2382	286.3322614	109.7545066	0.432556302	2.675332544	0.662244875	0.160265425	0.0782	1.471169481	0.146172961	1398.520455	0.069154462	0.859754652	0.278075963	5.488051192	0.00205	9.814317249	6.553184512	10.34520531	33.75208282	222.1709366	144.8942922	25100.88136	8066.329302	104.9563911	0.635940465	188811.4624	11.36337027	59.11029826	276.6571154	0.66521679	2479.767088	2998.576423	1.242324106	2.024042343	0.00951	2.514090844	0.199227834	2.991789757	14.31887144	1.376974081	3.999182068	3.388705555	30.6942731	0.281982957	27.2680531	0.0019	0.00911	0.000131095	11117.42662	16.10718568	1.806868956	127.9064417	0.419317974	4.382065467	0.0477
M23131050a	2425.600233	23.77725447	688.3074831	9265.188866	5.291274132	0.016960295	7.460480984	25.33872541	185333.05	116.2614055	313.2086398	21.08721359	3.415586209	7.259760929	2089.835931	363.221142	13211.08853	36049.46174	2.951689249	0.759409964	0.911185982	275.8962196	0.215202851	21.49012425	16.10801532	22.244979	546.487236	60299.20902	1164.437402	32.8229938	0.003236612	0.27588786	1.794758167	43.24434128	0.046	5.702271748	0.002173927	40.88902261	0.943065797	0.399690472	0.109822522	4.81415133	0.0114	17.19796651	5.74796372	58.91072109	30.44503609	342.4697584	2.14760134	41636.60474	12780.81277	212.1034041	31.43942141	59106.94093	29.97765857	138.291894	201.5203934	0.750757515	4226.221063	4618.05627	1.286358106	2.401954012	0.289401074	9.869155091	0.128655941	11.2601859	32.50900823	4.545005255	0.000563139	1.719989439	4.039229688	10.17583607	28.14051573	0.173278478	0.31534876	3.148905534	7263.951418	47.80086796	4.724046801	268.4704815	0.161533323	12.45362736	0.064
M23194006a	1677.898621	46.87508372	291.2572158	8164.479456	228.0508438	4.948128488	63.86525764	18.01618412	117404.0492	204.2966261	223.4045628	585.8794906	20.14258301	109.9180075	2036.584967	415.8556805	11419.48344	12581.00794	11.16314182	0.600496026	9.011348493	47.63298402	0.398252032	13.42179937	2.905821942	15.40908719	123.4000234	159157.43	156.9419469	371.0438791	3.884617472	14.99556591	7.300926486	0.160265425	0.372544081	1.733992239	1.763411782	299.4162837	0.069154462	20.55018077	0.015	7.007248245	0.0226	4.104493188	115.2148622	20.408391	62.13914454	355.3064877	116.8970846	30793.30889	11411.76354	174.2489515	54.19912021	239814.8166	3.682506021	118.4642631	361.668988	2.459227955	8887.99087	4502.548352	0.122356809	2.62491833	113.9441821	3.581292524	0.168134836	5.150462701	22.06129802	2.021047968	12.74217144	4.401099926	17.11461893	0.7064486	32.13712063	20.30930316	90.47577205	0.518630928	9967.946062	23.4804362	2.098363269	127.9092069	0.128200531	8.201855573	0.0804
M21222584a	6154.128898	181.3347585	573.7728768	7993.991249	35.52416381	3.743004855	3.619878107	8.223494805	167086.4446	117.2501103	415.6113425	17.98122564	14.79114624	38.34048986	1946.043617	454.5482296	16742.60374	33264.25943	1.308933051	0.578713629	4.20799686	30.34503082	1.379695702	6.06755443	5.774447535	6.876402579	219.237426	39677.70945	571.5306073	51.65797565	0.412984344	0.367551011	7.18751706	68.27254774	3.940828802	9.044066108	0.114932786	517.6813737	3.858961866	0.380916206	0.491194366	5.528111866	0.0206	22.72325729	31.53748103	51.757968	31.1578372	586.5638734	254.8590344	24054.69311	8596.042786	129.4056516	41.86026409	153557.4724	5.354767058	95.96734689	297.2086325	28.78041818	5212.255416	2155.108903	0.286938507	2.323413151	7.148021995	12.52474807	0.240229608	10.41776303	40.87854823	8.102923566	265.6029078	0.655251264	9.862737442	2.857103489	55.36230501	17.19282294	7.599744696	0.577376322	4547.545218	49.82819797	8.87820929	210.8597599	0.286497577	13.11471815	0.095
M21201238a	2218.409964	78.68424249	614.405301	12195.39338	37.0667247	0.016960295	23.43195373	60.06704066	38471.82244	127.282087	411.2214293	194.4401399	9.847282725	0.531419749	723.4118863	264.0579292	13198.47577	34046.99177	15.37700548	0.212710724	0.017833931	53.7662319	0.29939615	61.47005982	2.006370375	8.513650568	131.1647954	68131.40546	272.9901033	141.5758173	0.084	4.248048503	3.337740514	106.0468186	0.148482161	7.84841731	0.273195492	861.3856317	0.337740422	0.956766071	0.0563	5.101648936	0.00593	4.967490957	12.20728339	36.03234554	37.41263021	237.0468573	7.785848575	21909.71888	7249.464608	112.344232	17.60983178	78612.66247	9.135290804	129.1663739	233.8186588	11.55717064	4701.063705	3348.387295	0.392139924	6.018262063	0.343013946	2.384278893	0.223767338	10.49149383	36.51564045	1.925528551	0.775395466	3.200736865	67.72167875	0.594971953	24.82836056	0.478133322	0.344024432	0.997616548	8645.649666	46.84204251	1.032416401	157.5164384	0.155362539	14.47185335	0.0983
M21201239a	2733.785442	17.52620051	684.6757163	9249.435817	146.352347	1.192986811	5.509030253	11.66029042	60099.96755	137.5812465	377.3922007	20.53763454	25.63118294	86.93375128	986.241747	430.0790585	13211.33886	21224.52992	1.9981816	0.202665293	4.371784644	249.3903145	0.327932081	8.961310435	2.499471336	9.104797761	1971.782815	502332.291	254.391696	39.43032178	1.970095308	0.85992372	0.604749355	0.160265425	0.000330637	2.953856463	2.668469713	934.3874599	0.677865025	1.279104935	0.216413264	0.390359911	0.00786	5.57028498	6.700242719	37.12964289	40.59103121	373.2157537	455.8477817	26732.47894	8787.551533	90.62631693	12.8806976	101742.9528	9.278576685	121.4818683	228.1870643	16.72121149	4862.319562	4145.545702	0.675713537	3.314824502	0.000257792	3.05925967	0.24149243	12.15910684	35.49634733	2.047686065	3.329927913	3.231638911	11.39497074	0.514100112	35.5284892	0.0116	0.0319	5.454937346	14565.90143	50.49201119	1.535565459	186.4872973	0.299192601	7.990287946	0.0959
M23131006a	1292.963761	23.67186781	519.3961961	9221.210305	21.47936314	0.016960295	17.50503761	10.48821617	32127.46619	124.1874392	224.5810289	49.29354834	6.94063843	0.531419749	1385.635423	469.1378488	15886.17768	22957.50591	4.882247797	0.123430768	0.017833931	55.32742093	0.158290274	8.618305461	1.384534164	7.447260122	187.0532991	80613.18621	325.9264471	38.97205238	0.088	1.522756097	1.315193387	29.44644303	0.428496925	4.13506204	0.305491387	111.9657368	0.361927119	0.308986821	0.231328073	0.390359911	0.0109	10.25787167	48.54582061	34.99637853	34.06447672	275.9678022	47.87217768	29525.55486	9012.724894	199.3776176	16.22969518	206888.7157	21.20444803	88.07203863	370.5956803	21.32769672	4997.391214	3250.348878	3.900787846	1.753418201	0.000257792	4.427605407	0.215627904	8.563315303	37.17358696	3.23547715	1.3851663	3.858452341	16.17922056	0.489479211	19.66717376	0.0248	0.0207	0.000131095	9403.560498	44.31258928	1.552399933	98.98560325	0.231225679	13.18315372	0.115360615
M23131023a	3562.402941	113.4882807	800.5425707	8244.399174	6.985090873	0.016960295	1.275014674	0.164998192	183474.1606	139.987708	610.4562693	1.034054276	2.402686053	0.531419749	2867.735644	202.3789097	10787.80312	25707.23993	0.115134382	0.47072654	0.017833931	29.10763304	0.223315688	0.851391493	2.861306749	43.36570864	65.3930213	15657.22206	484.8783735	11.10431133	0.003236612	0.125244098	3.74492122	99.71146335	0.147793862	5.007905164	0.0465	458.7220116	1.247302811	0.02667343	0.293772356	4.669547878	0.00699	4.996134942	11.75693782	35.38015842	35.28870795	227.4480245	2.960225205	34960.19475	14901.10105	82.40088878	29.0732555	47718.0739	12.42922589	149.996042	144.6788155	2.152949272	4197.500919	3077.711548	0.663116196	5.129973888	0.00222	6.550762757	0.131091735	7.128299309	25.62154129	3.316281545	0.0641	0.972490906	0.035005606	8.479471635	18.57023086	0.424537817	0.0106	12.38967704	6376.713381	29.04788746	7.395558366	152.3626864	0.438509915	10.29045235	0.0989
M23194088a	2547.920763	0.1630044	620.5742602	8259.09232	18.87442949	1.557209898	2.511931133	5.804504889	91520.84492	165.9297837	177.6664111	3.191194254	13.69928412	28.67320243	3204.704777	1155.84194	19757.69569	50467.5852	0.244132821	0.490794014	0.769715155	238.8443187	0.569969572	4.732123618	0.236515241	12.1818411	902.9338461	467007.0195	731.9408277	35.09743433	0.302446744	0.266333731	3.537557932	29.42253693	0.00514	9.35088692	0.234271343	1146.592672	0.891204129	0.266323141	0.00698	5.75736477	0.007	4.026184049	6.471665391	112.6789968	48.26498851	8.359538353	51.27492415	33163.34809	11529.51065	158.0010341	5.23220491	260792.533	14.11313977	145.0823678	310.6699582	0.420053225	7983.382104	3140.393016	0.164083779	2.489156954	0.101810222	6.881817263	0.215496317	25.45057399	254.4711106	4.027393395	9.174263398	3.023547301	4.631754483	0.438074121	25.35838537	0.114780269	0.102567943	0.0423	3173.904407	228.2666839	1.682332737	114.5438153	0.0682	57.04104375	0.510024293
M2369005a	1251.182338	59.01816618	848.5609283	6859.243334	15.41125448	0.413809809	2.016462861	5.607477791	116785.7565	111.3105055	197.4640985	1.815971651	2.636049564	0.531419749	1003.292903	552.9066593	16859.92084	15973.6808	1.093709727	0.311642079	0.017833931	172.1369162	0.173386041	4.880566415	890.9626159	9.769718658	396.6518102	87806.83058	411.2317566	15.17352437	0.110036057	0.306405264	1.963053163	3.400358265	0.343252956	3.784018532	0.0523	580.3907913	0.264332861	0.02667343	0.719547678	0.390359911	0.0129	3.357477825	9.617451414	31.69330581	28.68435562	2718.061224	18.27260064	33993.06587	11820.68463	149.8783196	28.22817828	250124.177	4.710379639	71.25996501	269.7680785	1.765151079	5376.334029	2326.546364	0.0412	1.044567528	0.000257792	7.199385496	0.0508	5.25874417	18.2603096	4.553027994	0.00113	1.643162477	8.051270064	2.229722743	26.12581451	0.00611	0.0193	0.0799	3933.543967	19.5078804	2.189654528	211.0404006	0.067	9.246868753	0.0606
